,tweet_text,pos_rev,neg_rev,neutral_or_unknown,apple_product,google_product
93,Wonder if @mention is putting tips from the @mention API... #SxSW #SUxSW,0,0,1,0,0
94,"XMAS!! RT @mention Shiny new @mention @mention @mention apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",1,0,0,1,0
95,Yai!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},1,0,0,1,0
96,"Yes!!! RT @mention hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #SXSW",0,0,1,0,0
97,"Fast, Fun &amp; Future: @mention of Google presenting at #sxsw on search, local and mobile",1,0,0,0,1
98,GSD&amp;M &amp; Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,0,0,1,0,0
99,"New buzz? &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw&quot;",0,0,1,0,0
100,Headline: &quot;#iPad 2 is the Must-Have Gadget at #SXSW&quot; Hmm... I could have seen that one coming! {link} #gadget,1,0,0,1,0
101,ÛÏ@mention &quot;Apple has opened a pop-up store in Austin so the nerds in town for #SXSW can get their new iPads. {link} #wow,0,0,0,0,0
102,Know that &quot;dataviz&quot; translates to &quot;satanic&quot; on an iPhone. I'm just sayin'. #sxsw,0,1,0,0,0
103,".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",1,0,0,0,1
104,".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",0,0,1,0,0
105,"ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û",1,0,0,0,1
106,"Attending &quot;left brain search = Google, Right brain search = X&quot;  #Bettersearch  -- talking about the future of search engines at #sxsw",0,0,1,0,0
107,#HP opens &quot;Mobile Park&quot;  &amp; Content Incubator at #SXSW  {link}   #Apple  constructs  &quot;pop-up&quot; store  {link},0,0,1,0,0
108,"Kawasaki: &quot;Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God&quot; #bawling #sxsw",1,0,0,1,0
109,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,0,0,1,0,0
110,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,1,0,0,1,0
111,Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link},1,0,0,0,0
112,"Unboxing. #Apple #sxsw  @mention Apple Store, SXSW {link}",0,0,1,0,0
113,"#SXSW and #Apple iPad 2's are great, but thoughts are w/ Japan and APAC regions dealing w/ earthquake &amp; tsunami trauma. #sxswi",1,0,0,1,0
114,"At #SXSW, #Apple schools the #marketing experts | SXSW - CNET Blogs {link}",0,0,1,0,0
115,"At #SXSW, #Apple schools the marketing experts - {link}",1,0,0,1,0
116,"At #SXSW, #Apple schools the marketing experts {link}",0,0,1,0,0
117,"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",1,0,0,1,0
118,"Temporary #Apple store on 6th and Congress for #sxsw, along with 10,000 very happy hipsters.",1,0,0,1,0
119,ÛÏ@mention #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch - That is good.,1,0,0,1,0
120,#iPad and #Austin are trending today. Have fun at #sxsw all you nerdy nerds!!!,1,0,0,1,0
121,"Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention @mention , @mention @mention Enjoy!",0,0,1,0,0
122,Funny how #Austin is trending but not #SXSW. Only a matter of minutes at this point (at least according to Twitter for iPhone).,0,0,1,0,0
123,Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,1,0,0,1,0
124,#sxsw #ux #ipad #uxdes remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,0,0,1,0,0
125,The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,1,0,0,1,0
126,I can haz #iPad2 ifrom #SxSW Gr8 {link},1,0,0,1,0
127,"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",1,0,0,1,0
128,"#Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",0,0,1,0,0
129,"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",0,0,1,0,0
130,Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link}  #seo #sxsw,1,0,0,0,0
131,Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,0,0,1,0,0
132,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",0,0,1,0,0
133,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",0,0,1,0,0
134,"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",1,0,0,1,0
135,"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",1,0,0,1,0
136,Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,0,0,1,0,0
137,Any other #Sxsw accounts I need to follow or apps to download for iPhone?,0,0,1,0,0
138,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,0,0,1,0,0
139,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},0,0,1,0,0
140,BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,0,0,1,0,0
141,Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},1,0,0,1,0
142,Temporary #sxsw apple store. Apple being sneaky as usual  {link},1,0,0,1,0
143,Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,0,0,1,0,0
144,ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,1,0,0,1,0
145,Apple won #SxSW from day one. Seeing a TON of #iPad2,1,0,0,1,0
146,#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,0,0,1,0,0
147,Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,0,0,1,0,0
148,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,1,0,0,1,0
149,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,1,0,0,1,0
150,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,1,0,0,1,0
151,@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,0,0,1,0,0
152,Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,0,0,1,0,0
153,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,0,0,1,0,0
154,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,0,0,1,0,0
155,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,1,0,0,1,0
156,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,1,0,0,0,0
157,"More free #SXSW mp3 downloads, this time from iTunes: {link}",0,0,1,0,0
158,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,0,0,1,0,0
159,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,0,0,1,0,0
160,The Apple #SXSW store still has iPad 2's and short lines.,1,0,0,1,0
161,Essential #sxsw tools: {link},0,0,1,0,0
162,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",1,0,0,0,1
163,"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",0,0,1,0,0
164,Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,0,0,1,0,0
165,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,1,0,0,1,0
166,Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),0,0,1,0,0
167,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",1,0,0,0,1
168,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,0,0,1,0,0
169,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",0,1,0,1,0
170,Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,1,0,0,1,0
171,ipad2 and #sxsw...a conflagration of doofusness.  {link},0,1,0,1,0
172,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,1,0,0,1,0
173,I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},1,0,0,1,0
174,Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},0,0,1,0,0
175,Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,0,0,1,0,0
176,This is a #WINNING picture #android #google #sxsw {link},1,0,0,0,1
177,GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,0,0,1,0,0
178,GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},0,0,1,0,0
179,"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",0,1,0,1,0
180,#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link},0,0,1,0,0
181,Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,1,0,0,1,0
182,It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,1,0,0,1,0
183,.@mention 1154 free songs from #SXSW (this year alone!) {link},0,0,1,0,0
184,more than 150 million mobile users for Google Maps for Mobile #SXSW,0,0,1,0,0
185,Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,0,0,1,0,0
186,"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",0,0,1,0,0
187,÷¼ We love 2 entertain youÛ_Please donÛªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,0,0,1,0,0
188,Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,0,0,1,0,0
189,"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",0,1,0,1,0
190,(The iPad 2 queue at #sxsw of course,0,0,1,0,0
191,The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},1,0,0,1,0
192,many iPad 2's snapping away at the keynote slides! #sxsw,1,0,0,1,0
193,Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,0,0,1,0,0
194,Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,0,0,1,0,0
195,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,1,0,0,1,0
196,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},0,0,1,0,0
197,sweet new 3-d google maps demo going on in ballroom D #SXSW,1,0,0,0,1
198,More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,1,0,0,0,1
199,rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ÛÒ about 250 people! Only one more hour. ' #sxsw,0,0,1,0,0
200,"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",0,0,1,0,0
201,"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",0,0,1,0,0
202,#SXSW day 5 at the #apple store and there's still a line...and growing {link},1,0,0,1,0
203,"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",0,0,1,0,0
204,"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",0,0,1,0,0
205,"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",1,0,0,0,1
206,We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,0,0,1,0,0
207,"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",0,0,1,0,0
208,ÛÏ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,0,0,1,0,0
209,"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",0,0,1,0,0
210,if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,1,0,0,1,0
211,"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",0,0,1,0,0
212,Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,0,0,1,0,0
213,Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,1,0,0,1,0
214,"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,0,1,0,0
215,"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",0,0,1,0,0
216,"Not to be a rumor monger, but this was a good read å_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",1,0,0,0,1
217,HOBO WITH A SHOTGUN iPhone game {link} #sxsw,0,0,1,0,0
218,Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,1,0,0,1,0
219,build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,1,0,0,1,0
220,Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,0,0,1,0,0
221,Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,0,0,1,0,0
222,Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,1,0,0,1,0
223,Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},0,0,1,0,0
224,"google is about search, but local' marissa mayer #sxsw",0,0,1,0,0
225,Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,0,0,1,0,0
226,Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,0,0,1,0,0
227,Questions about what's inside the iPad 2? Fire them my way. #sxsw,0,0,1,0,0
228,Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,0,0,1,0,0
229,Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},0,0,1,0,0
230,Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,0,0,1,0,0
231,Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},0,0,1,0,0
232,"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",0,1,0,1,0
233,Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,1,0,0,1,0
234,"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",0,0,1,0,0
235,I meant I also wish I  at #SXSW #dyac stupid iPhone!,0,1,0,1,0
236,"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,0,0,0,0
237,Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,0,0,1,0,0
238,Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},0,0,1,0,0
