,tweet_text,pos_rev,neg_rev,neutral_or_unknown,apple_product,google_product
100,Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,0,0,1,0,0
101,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},0,0,1,0,0
102,rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ÛÒ about 250 people! Only one more hour. ' #sxsw,0,0,1,0,0
103,"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",0,0,1,0,0
104,"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",0,0,1,0,0
105,"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",0,0,1,0,0
106,"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",0,0,1,0,0
107,We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,0,0,1,0,0
108,"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",0,0,1,0,0
109,ÛÏ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,0,0,1,0,0
110,"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",0,0,1,0,0
111,"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",0,0,1,0,0
112,Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,0,0,1,0,0
113,"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,0,1,0,0
114,"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",0,0,1,0,0
115,HOBO WITH A SHOTGUN iPhone game {link} #sxsw,0,0,1,0,0
116,Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,0,0,1,0,0
117,Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,0,0,1,0,0
118,Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},0,0,1,0,0
119,"google is about search, but local' marissa mayer #sxsw",0,0,1,0,0
120,Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,0,0,1,0,0
121,Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,0,0,1,0,0
122,Questions about what's inside the iPad 2? Fire them my way. #sxsw,0,0,1,0,0
123,Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,0,0,1,0,0
124,Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},0,0,1,0,0
125,Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,0,0,1,0,0
126,Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},0,0,1,0,0
127,"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",0,0,1,0,0
128,"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,0,0,0,0
129,Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,0,0,1,0,0
130,Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},0,0,1,0,0
131,What does an Apple security guy after he locks up the store..... #sxsw - {link},0,0,1,0,0
132,What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,0,0,1,0,0
133,How I got an iPad 2 during #SXSW!  {link} cc @mention,0,0,1,0,0
134,GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,0,0,1,0,0
135,@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},0,0,1,0,0
136,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},0,0,1,0,0
137,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},0,0,1,0,0
138,"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",0,0,1,0,0
139,"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",0,0,1,0,0
140,Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,0,0,1,0,0
141,iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},0,0,1,0,0
142,"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",0,0,1,0,0
143,Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,0,0,1,0,0
144,Did u see anything on Google's Circles at the #sxsw? @mention @mention,0,0,1,0,0
145,Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},0,0,1,0,0
146,My iPhone app screen for #sxsw what am I missing?   {link},0,0,1,0,0
147,Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,0,0,1,0,0
148,"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",0,0,1,0,0
149,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},0,0,1,0,0
150,"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",0,0,1,0,0
151,#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,0,0,1,0,0
152,#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,0,0,1,0,0
153,"At #SXSW, Apple schools the marketing experts  {link}",0,0,1,0,0
154,ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ any ipad2 left in stock?,0,0,1,0,0
155,@mention  Apple Store on Congress  {link} #sxsw #austin,0,0,1,0,0
156,2wks only Apple Store in 6th Austin street is now opened. #sxsw,0,0,1,0,0
157,A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,0,0,1,0,0
158,Temporary Apple store at #sxsw - huge line. {link},0,0,1,0,0
159,"Temporary apple store for #sxsw, line goes around the block {link}",0,0,1,0,0
160,Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,0,0,1,0,0
161,The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,0,0,1,0,0
162,Base Camp Apple.  #SXSW {link},0,0,1,0,0
163,The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,0,0,1,0,0
164,"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",0,0,1,0,0
165,"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",0,0,1,0,0
166,"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",0,0,1,0,0
167,ÛÏ@mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #MacÛ,0,0,1,0,0
168,Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews,0,0,1,0,0
169,Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},0,0,1,0,0
170,Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},0,0,1,0,0
171,I will be at #sxsw for Screenburn @mention launch of my clients new iPhone game #travellerARlaunch find out more at {link},0,0,1,0,0
172,"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me",0,0,1,0,0
173,If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link},0,0,1,0,0
174,If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link},0,0,1,0,0
175,"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",0,0,1,0,0
176,"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",0,0,1,0,0
177,"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}",0,0,1,0,0
178,Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,0,0,1,0,0
179,Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link},0,0,1,0,0
180,Long line at #sxsw? What Else?  Apple Store {link},0,0,1,0,0
181,First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw,1,0,0,0,0
182,The queue at the apple pop-up store #sxsw {link},0,0,1,0,0
183,The queue at the Apple Store in Austin is FOUR blocks long. Crazy stuff! #sxsw,0,0,0,0,0
184,"Posted up at the DMI House, Intimate Stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw {link}",0,0,1,0,0
185,The woman at the Google talk sounded JUST like Chelsea Handler! Lol #sxsw,0,0,1,0,0
186,is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,0,0,1,0,0
187,"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",0,0,1,0,0
188,Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU,0,0,1,0,0
189,ÛÏ@mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.Û&lt;&lt; so cute!,0,0,1,0,0
190,".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",0,0,1,0,0
191,Racing to ballroom D to see @mention Marissa Mayer. #sxsw #sxswi,0,0,1,0,0
192,will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link},0,0,1,0,0
193,Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google,0,0,1,0,0
194,"Texas has been amazing I've met so many influential people that work at twitter, foursquare, Microsoft and even Apple.  #SXSW #Winning",0,0,1,0,0
195,"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",0,0,1,0,0
196,The quiet before the storm at #SXSW - Looking forward to seeing Google's Marissa Mayer,0,0,1,0,0
197,"Companies believing in #NFC Google with the Nexus S, Nokia but also carriers, Verifone, and even Apple it seems #sxsw #sxswnfc",0,0,1,0,0
198,Hope it's better than wave RT @mention Buzz is: Google's previewing a social networking platform at #SXSW: {link},0,0,0,0,0
199,"Cus!
It's between pacman google, singularity or #sxsw noobs meetup",0,0,1,0,0
200,So far my biggest #SXSW mistake is not bringing my iPhone/iPad charger,0,0,1,0,0
201,ÛÏ@mention Black or white iPad?  #sxsw #iPad2Û that is the question....,0,0,1,0,0
202,"HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link}",0,0,1,0,0
203,"HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",0,0,1,0,0
204,"Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",0,0,1,0,0
205,Is anyone bringing their iPad vs. their computer to #sxsw?,0,0,1,0,0
206,"The South By Southwest Panels, Illustrated [PICS]: Sometimes the best... {link} #News #Ogilvy #sxsw #trending #Cyber #iPhone",0,0,1,0,0
207,My Google calendar's Saturday night is a giant overlap of #sxsw parties.,0,0,1,0,0
208,&quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw,1,0,0,0,0
209,"If anyone can make it cooler, they can. RT @mention @mention to Launch &quot;Groupon/ Living Social-type&quot; Rewards #SXSW {link}",0,0,1,0,0
210,Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw,0,0,1,0,0
211,"Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",0,0,1,0,0
212,"RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android). This point, I'll need phone JUST for apps.",0,0,1,0,0
213,"Remember, chime in with tweets about your #nasatweetup experience between 2:15pm - 3pm Central time for #sxsw session - {link}",0,0,1,0,0
214,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rollin... {link} #sxsw #music #news",0,0,1,0,0
215,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rolling Stone.


Mo... {link} #SXSW",0,0,1,0,0
216,Google to Circle Austin? #sxsw {link},0,0,1,0,0
217,No Google Circles at #SxSW {link} (ht @mention ) (maybe they're reconsidering the shape?),0,0,1,0,0
218,Is Google Circles just Buzz with the corners rounded off? Might we find out today? {link} #sxsw #google,0,0,1,0,0
219,NO Google Circles! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,0,0,1,0,0
220,"10 Austin Classics not to be missed at #SXSW. m4blog.com
Twitter for iPhone Û¢ 3/12/11 12:40 PM",0,0,1,0,0
221,"tools for collaboration across boundaries ~ google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace",0,0,1,0,0
222,Trying to collaborate on #sxsw events with a few friends. Google Calendar or Plancast?,0,0,1,0,0
223,"At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",0,0,1,0,0
224,Among the cool/goofy things I've spied at #SxSW today - iPad case made to look like an EtchnSketch; grown up game of tug o' war.,0,0,1,0,0
225,wishes he could be at the @mention / @mention / @mention party at #sxsw instead of doing homework for tomorrow...,0,0,1,0,0
226,If only I could find @mention at #SXSW. He's probably fitIng with his iPad.,0,0,1,0,0
227,Check out Coyne PR updates from #sxsw {link} via @mention,0,0,1,0,0
228,It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw,0,0,1,0,0
229,SYD #SXSW crew your iPhone extra juice pods have been procured.,0,0,0,0,0
230,"Crazy big crowds now. #SXSW @mention Apple Store, SXSW {link}",0,0,1,0,0
231,"If u read d article,google say it's a rumor ÛÏ@mention to Launch Major New Social Network Called Circles,{link} #sxswÛ",0,0,1,0,0
232,At #SXSW? D/L @mention 4 iPhone &amp; come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us! #FightThePaddle! {link},0,0,1,0,0
233,Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,0,1,0,0,0
234,It's only day 3 and I'm too tired to hold up my iPad. This week will be the death of me. But it will be a happy death. #sxsw,0,0,1,0,0
235,"Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",0,0,1,0,0
236,Google to debut new selective social network today at #sxsw ? @mention {link}  #google #circles,0,0,1,0,0
237,"Trying to decide what session to attend at #sxsw, but Marissa Meyer @mention later today is a given.",0,0,1,0,0
238,excellent deck there too RT @mention Nth time lucky: Google's new social network about to launch. Maybe. {link} #sxsw,0,0,1,0,0
239,&quot;the default state of users is more leisurely and contemplative&quot; @mention #ipad #sxsw,0,0,1,0,0
240,Mobile is definitely the hot topic this year. Every session is standing room only. Next  - lessons learnt building Netflix iPhone app #sxsw,0,0,1,0,0
241,Did Apple deliberately chose March 11 for the iPad 2 availability knowing that a large chunk of their customer base will be at #SXSW?,0,0,1,0,0
242,"Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",0,0,1,0,0
243,"Check out Designing for Android at SXSW.
{link} #SXSW #UXAmandroid",0,0,1,0,0
244,Check out Designing iPad Interfaces - New Navigation Schemas #SXSW #UXDes,0,0,1,0,0
245,"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",0,0,1,0,0
