,tweet_text,pos_rev,polarity,review_len,word_count
98,ûï@mention apple open temporary store downtown austin sxsw ipad launch&quot oh yay traffic,0,0.0,91,13
99,sxsw apple popup store open noon fresh shipment ipad i'm pretty sure i'm go get one finger cross,1,0.21000000000000002,96,18
100,technews apple save sxsw set open pop-up store link tech_news apple sxsw tech,1,0.0,77,13
101,sxsw apple school marketing expert link,1,0.0,39,6
102,sxsw apple school marketing expert link via mention,1,0.0,51,8
103,sxsw apple school marketing expert link via mention lt; true love loathe one marketing like,1,0.425,91,15
104,sxsw apple school marketing expert cnet link,1,0.0,44,7
105,sxsw apple school marketing expert cnet blog link austin atx retail,1,0.0,67,11
106,ûï@mention apple store downtown austin open til midnight sxswû mention there's still time,1,0.0,92,13
107,quot;the apple store mall sunday crowd line fake need fuck dongle.&quot genius let sxsw,0,-0.45,87,14
108,makeshift apple store congress kid amaze sxsw apple,1,0.0,51,8
109,temporary apple store sxsw really cool...as ipad apple sxsw fanboy,1,0.2,66,10
110,temporary apple store set sxsw shit temptation go control,1,-0.2,57,9
111,temporary apple store open congress line already grow ipad view.io link via mention sxsw,1,0.0,88,14
112,temporary apple store block office can't wait see line tomorrow photo come sxsw,1,0.0,79,13
113,ipad news apps last year sxsw link,0,0.0,34,7
114,iphone apps youûªll probably need use sxsw link,1,0.0,48,8
115,ipad apps like software development release start work update sxsw,1,0.0,66,10
116,arrive sxsw mention issue resolve die use iphone app cant login rt@mention mention we're,0,0.0,88,14
117,overheard sxsw quot;the ipad relax computer&quot agree ipad apple,1,0.0,65,9
118,overheard sxsw interactive quot;arg hate iphone want blackberry back&quot shock,0,-0.8,79,10
119,ûï@mention sxsw quot;apple come cool technology one's ever hear go conferences&quot;û,0,0.35,88,11
120,last year sxswi everbody talk ipad year social medium drive revolution year well sxsw,1,0.016666666666666666,85,14
121,long line apple pop store ipad great marketing apple sxsw,1,0.375,57,10
122,knackered home playing ipad update iphone timeline smash partytweets can't make go bed sxsw,1,0.0,91,14
123,overheard mdw i'll second quot;halfway iphone battery already even board plane sxsw&quot amateurhour,0,0.0,100,13
124,technews sxsw apple school marketing expert link tech_news apple jobs_co sxsw tech,1,0.0,82,12
125,huge line apple store austin sxsw crowd trip get new ipad,1,0.2681818181818182,57,11
126,laugh ipad spent week haul macbook everywhere really want ipad shoulder rub sxsw,1,0.13333333333333333,80,13
127,sxsw attendee need qr code reader iphone tweet image badge first get optiscan free,1,0.325,82,14
128,hey sxsw attendees...you hop line apple store four day til new come,1,0.13636363636363635,67,12
129,mention bad apple show late qs process poo-poos idea leave early even quot;i'm creative&quot busy gamestorming sxsw,0,-0.19999999999999996,115,17
130,try balance power power need iphone ipad sxsw ipad suck quick might go airplane mode,0,0.3333333333333333,84,15
131,iphone battery win sxsw,1,0.8,23,4
132,iphone battery can't keep tweet thanks apple sxsw precommerce,0,0.2,61,9
133,fun watch ipadmadness rt mention apple open pop-up store austin sxsw link sxsw,1,0.15,78,13
134,control apple set open popup shop core sxsw action link via mention cc mention,1,0.05,78,14
135,celebrate beauty web mention msft launch amp play new game win link sxsw,1,0.1787878787878788,72,13
136,ûï@mention best thing i've hear weekend sxsw quot;i give ipad money japan relief need ipad mention,0,1.0,99,16
137,ipad better..they time improve sxsw,1,0.0,35,5
138,link go beyond earth hour year share positive action world download earthhour iphone app sxsw,1,0.16363636363636364,93,15
139,impulsive buy friend sxsw gt one selling gen ipad,1,0.0,49,9
140,ûï@mention buy new ipad's mention geekdate apple sxsw,1,0.13636363636363635,54,8
141,someone's buying present rt mention apple open pop-up store austin sxsw link,1,0.0,76,12
142,nice find rsq's mention link sxsw ipad app,1,0.6,42,8
143,excite canûªt wait rt mention apple open temporary store downtown austin sxsw amp ipad launch link,1,0.0,99,16
144,great certain meeting rt mention hello holler gram new ipad app link hollergram sxsw,1,0.3835497835497835,84,14
145,ipad come sxsw guess apple's pretty desperate give attention,0,-0.175,60,9
146,come sxsw sure download sxsw go app schedule location event link,1,0.5,64,11
147,seriously consider leave macbook pro home fly solo ipad week think make work sxsw,1,0.23333333333333336,81,14
148,four day ipad sxsw weekend battlela,1,0.0,35,6
149,iphone dead find secret batphone sxsw,0,-0.30000000000000004,37,6
150,best ipad design big chunky element generous space clarity trump density tap quality trump tap quantity tapworthy sxsw,1,0.5,118,18
151,attend design ipad interface new navigation schema mention great stuff far sxsw,1,0.34545454545454546,79,12
152,barry diller think ipad content nut mention sxsw mention link mention,0,0.0,69,11
153,japan docomo introduce mobile apps six year apple come app store jpmobilesummit sxsw,0,0.0,84,13
154,jeez guy dunno apple pop-up gold's gym realize un-jobs-aesthetic sxsw apple,0,0.0,75,11
155,even begin apple win sxsw link tc apple,1,0.8,39,8
156,even begin apple win sxsw link mention,1,0.8,38,7
157,even begin apple win sxsw link open temporary store downtown austin support launch genius,1,0.4,89,14
158,even begin apple win sxsw techcrunch link ipad,1,0.8,46,8
159,even begin apple win sxsw link,1,0.8,30,6
160,even begin apple win sxsw link,1,0.8,30,6
161,even begin apple win sxsw link,1,0.8,30,6
162,even begin apple win sxsw link mention mention,1,0.8,46,8
163,even begin apple win sxsw link via mention mention mention,1,0.8,58,10
164,even begin apple win sxsw link mention,1,0.8,38,7
165,even begin apple win sxsw link via mention,1,0.8,42,8
166,even begin apple winsåê#sxsw link gt gonna get sum via mention,1,0.0,62,11
167,even begin apple win sxsw techcrunch link sxsw,1,0.8,46,8
168,even begin apple win sxsw link lt; win big sxsw,1,0.5333333333333333,47,10
169,even begin apple win sxsw link apple pm sxsw,1,0.8,44,9
170,even begin apple win sxsw link apple sxsw tc,1,0.8,44,9
171,even begin apple winsåêsxsw link apple sxsw,1,0.0,43,7
172,even begin apple win sxsw link tc apple sxsw,1,0.8,44,9
173,even begin apple winsåêsxsw link via mention apple sxsw,1,0.0,55,9
174,even begin apple win sxsw link via mention mention apple sxsw,1,0.8,61,11
175,best swag ever thank mention charge iphone thanks sxsw link,1,0.6,59,10
176,time everything ipad brand winner sxsw mention link pnid sxsw,1,0.0,61,10
177,hey sxsw exhibitor capture booth experience retrollect disc popular disc win ipad link,1,0.7,86,13
178,sxsw fantastic schedule app iphone bummer still crackberry,1,0.4,58,8
179,photo far best sxsw accessory ipad follow closely margarita link,1,0.55,64,10
180,way figure ipad good replacement make sxsw year,1,0.7,47,8
181,need find good sxsw stream follow inane ipad tweet surely southby,0,0.6,65,11
182,apple follow customer sxsw forbes link alcoholic call û÷enabling.ûª rest call genius,1,-0.25,86,12
183,good news austin-bound apple fanboys link sxsw,1,0.7,46,7
184,hitlantis ipad cool song explorer app hitlantis.com sxsw musicviz,1,0.35,65,9
185,friend sxsw willing pick ipad pay premium dm sxsw atl link,1,0.25,58,11
186,good talk akqas mention ipad interface callback design principle wish go beyond media/marketing example fb sxsw,1,0.7,111,16
187,person front take picture new ipad sxsw,1,0.13636363636363635,39,7
188,marketing genius apple open pop store outside sxsw link,1,0.0,55,9
189,get food forget snap photo win macbook air ipad apple tv sxsw,1,0.8,61,12
190,austin get full sxsw underway tell iphone intermittent brick crowd,0,0.35,66,10
191,sxsw go app available blackberry windows addition iphone ipad android link,1,0.4,74,11
192,want go apple pop-up store i'm afraid i'll leave new ipad sxsw,1,-0.2318181818181818,62,12
193,omg...i'm go sxsw macbook pro ipad ipod galaxy tab techgeek,1,0.0,59,10
194,"check googletv ipad apps connect tv experience sxsw.
{link sxsw connectedtv",1,0.0,75,11
195,"check googletv ipad apps connect tv experience sxsw.
{link sxsw connectedtv fascinating",1,0.7,87,12
196,msc_page guy get tattoo sxsw could win free link sxsw tattoo ipadû link allshare,0,0.6000000000000001,81,14
197,ipad hand awesome dude give cutsies hour line austin apple sxsw win,1,0.9,67,12
198,i've meeting i'm line sxsw popup apple store love place,1,0.5,55,10
199,apple hawk ipad sxsw festival popup store link mention,1,0.0,54,9
200,oh lordy go rt mention time apple store sxsw open pulling trigger,1,0.0,65,12
201,hey sxsw bout donate spend new ipad japan really need thing,0,0.16818181818181818,59,11
202,could forget cell phone today sxsw fail glad ipad lifelinetotheworld,1,0.0,68,10
203,mention iphone hr tweet rise_austin dead need upgrade plugin station sxsw,0,-0.2,73,11
204,mention feel sxsw bad place try amp get ipad everyone try get one techiesunite,0,-0.6999999999999998,78,14
205,love macbook ipad iphone sxsw year one run juice jump next,1,0.25,58,11
206,holy cow get hooked paolo alex backup charger iphone facebook.com/powermat powermatteam sxsw thanks,1,0.03333333333333334,99,13
207,holy cow get hooked paolo alex backup charger iphone facebook.com/powermat powermattteam sxsw thanks,1,0.03333333333333334,100,13
208,thought would use ipad lot sxsw even touch hmmzies,0,0.0,50,9
209,mention i'm beyond frustrated mention samsung moment runaround amp leave att amp iphone enjoy sxsw,1,-0.14999999999999997,98,15
210,hot-spot mention data speed could keep rt mention also thank apple release ios time sxsw,1,0.0,88,15
211,wonder ppl sxsw friday queue convention centre apple store xd i'm still figure wot i'll,1,0.0,87,15
212,hot spot austin gowalla right convention cnt ignite party apple store sxsw sxswi,1,0.26785714285714285,80,13
213,sxsw guy front panel ipad etch-a-sketch case...device wonder iusxsw,0,0.0,67,9
214,need sweet mac goodness sxsw apple set temporary store downtown link,1,0.35,68,11
215,zite intelligent ipad magazine link lt deliciousness sxsw trend youneedthis,1,0.8,75,10
216,tim soo's invisible instrument jaw drop iphone+wii controller link lovemusicapi sxsw,1,0.0,84,11
217,rockin ipad downtown apple sxsw store apple,1,0.0,43,7
218,awesome ipad jailbreak link grateful dead sxsw,1,0.4,46,7
219,new post ipad launch huge line apple pop-up shop austin link sxsw sxswi,1,0.2681818181818182,71,13
220,ûï@mention ipad sell go new buyer report link sxsw socialmedia tech mediaû,1,0.13636363636363635,77,12
221,remain ipad stock sxsw apple store come get one link,1,0.0,52,10
222,ipad accessory bag thanks mention sxsw,1,0.2,38,6
223,sxsw ipad app pure gold mention,1,0.21428571428571427,31,6
224,"check ipad design headaches tablet call morning sxsw.
{link sxsw tapworthy",0,0.0,74,11
225,first ipad design headache tablet call morning sxsw tapworthy,0,0.25,61,9
226,first ipad even exist last year already feel like i'm pull antique everytime use ipad sxsw,0,0.125,90,16
227,turn ipad physical messaging platform holler gram cheeky app build sxsw link,1,0.0,76,12
228,shoot ipad display search result go question later osmpw sxsw,0,0.0,61,10
229,pic ipad-winning performance link sxsw accordion toodamnlucky,1,0.0,61,7
230,fear iphone att slowpoke network sxsw amp sxswmusic,1,0.0,51,8
231,sxsw iphone app mock like money come,0,0.0,36,7
232,sxsw iphone app one bad i've use long time,0,-0.37499999999999994,42,9
233,cool iphone app launch sxsw flypost community bulletin board location learn link link,1,0.35,85,13
234,pedicab iphone charger would epic win sxsw,1,0.45,42,7
235,"check iphone developer meet sxsw.
{link sxsw",1,0.0,44,7
236,quot;the iphone transient device use short burst ipad couch device.&quot mention sxsw,1,0.0,85,12
237,dislike iphone twitter auto shorten link sxsw,0,0.0,45,7
238,mention iphone clearly positively happily sxsw,1,0.8,46,6
239,flipboard develop iphone version android say mention sxsw,1,0.0,57,8
240,iphone overheat many british sound people texas sxsw,0,0.3,52,8
241,link part presentation sxsw good thing crash instead work best iphone/android,1,0.85,77,11
242,ûï@mention walk around sxsw star iphone like everyone else.û ummmm...ditto,0,0.0,77,10
243,iphone wilt stress sxsw,0,0.0,23,4
244,course rt mention sxsw get apple store link geeksrule,1,0.0,53,9
245,gotta get rt mention hey taariq howdy texas fav sxsw app link lt;--android-or get iphone usguys,1,0.0,95,16
246,mention big iphone small pc good big event like sxsw meeting day link,1,0.11249999999999999,69,13
247,i'm bit jealous see sxsw attendee ipad seem obsolete,1,0.0,52,9
248,quot;i'm learn thing screen.&quot old's explanation instantly know use ipad sxsw,1,0.05,80,11
249,ipad keep awake thank god buy sxsw,1,0.0,34,7
250,iphone know sxsw week tough already-dwindling battery help jeebus keep correct curse word,0,-0.3888888888888889,89,13
251,god like sxsw imac macbook iphone blackberry star enough time read book remember,0,0.0,80,13
252,ha seem like gt ûï@mention news sxswi apple's temporary ipad store sxsw wth?û,0,0.0,80,13
253,there's line sxsw apple store ipad day link,1,0.0,43,8
254,saw giant line think movie premiere apple store ipad heard scream premiere sxsw,1,0.0,79,13
255,gotta love mention mention unabashed apple fanboy gt; even begin apple win sxsw link,1,0.65,84,14
256,geeky love rt mention apple open temporary store downtown austin sxsw ipad launch link,1,0.25,86,14
257,mention love mention mention sxsw quot;apple come cool technology one's ever hear go conferences&quot,1,0.425,101,14
258,ûï@mention love mention sxsw quot;apple come cool technology one's ever hear go conferences&quot;û,1,0.425,101,13
259,love marketing genius sxsw rt mention inside apple's temporary store austin link,1,0.5,80,12
260,great vid marty rt mention live unbox front sxsw apple store video link,1,0.4681818181818182,71,13
261,think may go ipad laptop today sxswi sxsw veteran reason,1,0.0,56,10
262,purchase mexican mavis boy amp bear sell first listen thanks sxsw itunes free link itunes,1,0.21250000000000002,89,15
263,think might go weekend without see ipad case twice sxsw,1,0.0,55,10
264,sure mine via ipad rt mention know agnerd dairy relies evernote link sxsw agchat,1,0.5,80,14
265,bum miss sxsw year we're quarantine kiddie cold garageband ipad comfort fb,1,-0.6,74,12
266,love morphie juicepack today recharge iphone worth sxsw,1,0.4,55,8
267,brilliant move apple even begin apple win sxsw link,1,0.8500000000000001,51,9
268,can't ipad intimate together tapworthy designflaws sxswi sxsw,1,0.2,61,8
269,day charger kick bucket heck apple store that's within walk distance sxsw,0,0.0,73,12
270,iphone ipad feel unequipped compare everyone else dang sxsw,0,0.0,59,9
271,ûï@mention new ubersocial iphone app store include uberguide sxsw sponsor mashable link,1,0.13636363636363635,88,12
272,couple new blog random tip awesome iphone app dev link politics behind link sxsw,1,0.05909090909090908,80,14
273,dude next hold use ipad like trophy sxsw lookingforwardtothemusicfest,1,0.0,69,9
274,ûï@mention rumor apple popup store downtown austin sxsw amp ipad launch link smart move many dfcbto,1,0.35714285714285715,100,16
275,buy buy rt mention even begin apple winsåê#sxsw link,1,0.0,52,9
276,fear extend wed gt rt mention rt mention last day apple popup sunday sxsw appleatxdt,1,0.0,84,15
277,quot;all sxsw nothing teem sea iphone addict busy twitter ever engage one anothû cont link,0,0.1,91,15
278,fan new sxsw trend audience share opinion via hold ipad listen annoy,0,0.13636363636363635,68,12
279,power apple people spend hundred dollar attend sxsw spending day wait line ipad,1,0.0,79,13
280,continuum attitude crowdsourcing gap quot;i hear you&quot apple quot;i'll tell you&quot sxsw,1,0.0,92,12
281,tomlinson tx observer say apple subscription data hold big impediment success newsapps sxsw,0,0.15,91,13
282,ûï@mention official sxsw app û÷sxsw goûª link android iphone ipadû lt;thanks!installed,1,0.0,91,11
283,technews omg/jk kiss ipad slap xoom link tech_news jk omg sxsw tech,1,0.0,67,12
284,usa today ipad make good use digital shortcut still look like newspaper mention tapworthy sxsw,1,0.35,94,15
285,iphone one hand caramel macchiato ouch-hiss-hot apparently two pump lava begin sxsw tmsxsw,1,0.05,90,13
286,haz one ûï@mention show mention charge anywhere bar charge iphone whole table want buy one sxswû,1,0.2,99,16
287,apple open quot;pop-up&quot store across street sxsw two week umm genius obvious cough cough,1,0.0,92,14
288,apple open pop-up shop sxsw link lt;---cool concept spend sxsw waiting,0,0.0,70,11
289,apple open makeshift store sxsw available today tempt,1,0.2,53,8
290,hey sxsw new ipad app dexteria available link like facebook link,1,0.2681818181818182,64,11
291,ipad plenty people store..and line..scarfing sxsw mention apple store sxsw others link,1,0.0,86,12
292,nice line outside sxsw apple store guess people want,1,0.3,52,9
293,mention pack point show iphone fragmentation sxsw,0,0.0,49,7
294,hey sxsw peeps new iphone app voicefeed launch link check let know think,1,0.13636363636363635,72,13
295,leave pocket guide hotel know i'm go cope say usability ipad/iphone app sxsw,0,0.0,76,13
296,apple pop store sxsw joke,1,0.0,25,5
297,apple pop-up store attractive impressive many permanent retail store sxsw,1,0.7666666666666666,73,10
298,apple pop-up store line finally dwindle time check sxsw,1,0.0,55,9
299,apple popup store hook last night sxsw sing dance high five new ipad purchase,1,0.0987878787878788,77,14
300,brilliant pr stunt business idea customer service response one apple set pop-up store sxsw draw crowds medium amp revenue,1,0.9,121,19
301,excellent presentation mention quot;the untapped ipad market site pour?&quot sxsw poursite accessibility,1,1.0,104,12
302,ipad pretty sick almost make think need one sxsw,1,-0.23214285714285715,48,9
303,mention retire wine library tv move onto daily grape get app yr iphone thankyouecon sxsw,1,0.0,88,15
304,mention reveals average time user spend nyt's oscar ipad app quot;that blow mind&quot newsapps sxsw,1,-0.15,99,15
305,congrats rt mention good news austin eats bbq iphone available link itunes austin bbq sxsw sxswi,1,0.55,96,16
306,congrats rt mention awesome ipad mention sxswbuffalo lounge sxsw experience complete quibidswin,1,0.55,95,12
307,love rt mention apple naomi campbell pop-up store rage link sxsw,1,0.5,64,11
308,new sxsw rule ooing ahing new ipad get big deal everybody one,0,0.0909090909090909,61,12
309,"ok,i see two impressive line since i'm sxsw one apple store yesterday amp mention party cc mention",1,1.0,98,17
310,apple set pop-up store downtown austin sell bajillions sxsw attendee course link,1,0.0,80,12
311,exclusive shot sxsw popup apple store link,1,0.0,42,7
312,ipad art show mention time sxsw check interactive fool,1,0.0,54,9
313,mention jealous sxsw amp new ipad,1,0.13636363636363635,33,6
314,impressed far ipad slim form quot;instant on&quot;-ness i've see try one yet sxsw sxswi,1,0.55,87,14
315,apple smart open pop-up store austin sxsw crowd's,1,0.10714285714285714,49,8
316,ipad sold-out time user sxsw,1,0.0,28,5
317,we've get exciting thing we'll show sxsw year include drag drop store management iphone,1,0.09999999999999999,87,14
318,information mention morning apple store get build sxsw two week love jealous,1,0.5,76,12
319,i've see best ipad case ever sxsw i'm start transfer bit book fetishism ipads slowly surely,1,0.75,91,16
320,ûï@mention spot sxsw man need ipad ûò link sxswiû man need go sxsw apple store,1,0.0,82,15
321,still ipad least sxsw pop-up apple store mention buy one,1,-0.3,56,10
322,apple store austin people take pic sxsw link,1,0.0,44,8
323,oh apple store...you look home downtown austin sxsw sxtxstate mention apple store sxsw link photo,1,0.0,97,15
324,they'd stupid apple open temporary store austin sxsw amp ipad launch link via mention,1,-0.39999999999999997,85,14
325,link sxsw apple school marketing expert sxsw,1,0.0,44,7
326,great talk mention must one sxsw mention apple,1,0.8,46,8
327,read apple sxsw sell ipad release day good lord vortex smugness day may unbearable,0,0.7,82,14
328,check dokobots game mention iphone android seem pretty cool geogames sxsw tmsxsw,1,0.06666666666666665,80,12
329,ûï@mention dangerous iphone apps sxsw link,0,-0.6,43,6
330,hopefully best thing come sxsw fact people fly austin pick ipad,1,0.9,63,11
331,first day exhibit hall open sxsw stop emc booth enter win ipad mention mention,1,0.35000000000000003,78,14
332,check free sxsw sampler itunes link sxsw,1,0.4,40,7
333,like ipoo app iphone mention ha rt mention internet's bathroom wall sxswmoot sxsw,1,0.0,81,13
334,check new mention app link gonna huge next week sxsw beyond,1,0.1787878787878788,59,11
335,ûï@mention new whrrl app live iphone app store android marketplace get hot time sxsw!)û,1,0.17424242424242423,90,14
336,use ol ipad help brit find hotel austin gooddeed sxsw win,1,0.8,57,11
337,must one sxsw without someone need make case make original ipad look like new gen,1,0.2556818181818182,81,15
338,unveil pop-up apple store scarborough building sxsw link,1,0.0,56,8
339,ipad star gadget sxsw link sxsw,1,0.0,31,6
340,go whole day w/out laptop amp use ipad thing miss ftp cloudapp fast type amp skype ipad sxsw,0,0.2,92,18
341,last year single ipad public sxsw today they're common laptop see android tablet,1,-0.09285714285714286,80,13
342,think would sxsw app blackberry give iphone finger guess i'll carry around ipad lame,0,-0.5,84,14
343,mention there's expectation engagement ipad visual social delve experience sxsw sxfl,1,0.016666666666666666,84,11
344,wow thing insanely thin amp light hold ipad seriously sxsw mosaicxm link,1,-0.058333333333333334,72,12
